country,year,sex,name,count
GB,1996,F,Bibi,17
GB,1996,F,Bijal,8
GB,1996,F,Bilan,3
GB,1996,F,Billi,6
GB,1996,F,Billie,242
GB,1996,F,Billie-Jean,6
GB,1996,F,Billie-Jo,41
GB,1996,F,Billie-Marie,3
GB,1996,F,Billie-Rae,4
GB,1996,F,Billie-Rose,4
GB,1996,F,Billiejo,4
GB,1996,F,Bismah,3
GB,1996,F,Blair,5
GB,1996,F,Blaise,10
GB,1996,F,Blaithin,3
GB,1996,F,Blayze,3
GB,1996,F,Bliss,17
GB,1996,F,Blossom,5
GB,1996,F,Blythe,15
GB,1996,F,Bobbi,43
GB,1996,F,Bobbi-Jo,6
GB,1996,F,Bobbie,66
GB,1996,F,Bobbie-Jade,3
GB,1996,F,Bobbie-Jo,9
GB,1996,F,Bobby,5
GB,1996,F,Bonita,16
GB,1996,F,Bonnie,95
GB,1996,F,Bonny,10
GB,1996,F,Bradie,7
GB,1996,F,Brady,4
GB,1996,F,Brandi,4
GB,1996,F,Brandie,4
GB,1996,F,Branwen,4
GB,1996,F,Breanna,5
GB,1996,F,Bree,6
GB,1996,F,Breeze,4
GB,1996,F,Brenda,7
GB,1996,F,Brenna,23
GB,1996,F,Bria,19
GB,1996,F,Briana,14
GB,1996,F,Brianna,31
GB,1996,F,Brianne,6
GB,1996,F,Briar,6
GB,1996,F,Bridget,56
GB,1996,F,Bridgette,3
GB,1996,F,Bridie,76
GB,1996,F,Brieanna,3
GB,1996,F,Brigid,7
GB,1996,F,Brioni,4
GB,1996,F,Brionny,3
GB,1996,F,Briony,99
GB,1996,F,Britney,4
GB,1996,F,Brittani,3
GB,1996,F,Brittanie,5
GB,1996,F,Brittany,238
GB,1996,F,Brittney,4
GB,1996,F,Brittony,3
GB,1996,F,Brodie,40
GB,1996,F,Brody,5
GB,1996,F,Brogan,165
GB,1996,F,Brogen,7
GB,1996,F,Bronagh,13
GB,1996,F,Bronia,6
GB,1996,F,Bronte,59
GB,1996,F,Bronwen,45
GB,1996,F,Bronwyn,73
GB,1996,F,Bronya,9
GB,1996,F,Brook,5
GB,1996,F,Brooke,269
GB,1996,F,Brooklyn,15
GB,1996,F,Bryanie,4
GB,1996,F,Bryanna,4
GB,1996,F,Bryany,6
GB,1996,F,Brydie,12
GB,1996,F,Bryher,5
GB,1996,F,Bryn,3
GB,1996,F,Bryoni,6
GB,1996,F,Bryonie,6
GB,1996,F,Bryonny,6
GB,1996,F,Bryony,362
GB,1996,F,Burcu,4
GB,1996,F,Bushra,33
GB,1996,F,Busra,3
GB,1996,F,Cadi,4
GB,1996,F,Cadie,5
GB,1996,F,Cady,6
GB,1996,F,Cai,3
GB,1996,F,Caileigh,3
GB,1996,F,Cailin,3
GB,1996,F,Caira,3
GB,1996,F,Cairo,3
GB,1996,F,Cait,9
GB,1996,F,Caitlan,19
GB,1996,F,Caitlin,906
GB,1996,F,Caitlyn,34
GB,1996,F,Caitrin,3
GB,1996,F,Caitriona,8
GB,1996,F,Caley,6
GB,1996,F,Cali,4
GB,1996,F,Callan,4
GB,1996,F,Calli,3
GB,1996,F,Callie,37
GB,1996,F,Cally,33
GB,1996,F,Calypso,8
GB,1996,F,Camara,7
GB,1996,F,Camellia,3
GB,1996,F,Cameo,3
GB,1996,F,Cameron,6
GB,1996,F,Camila,7
GB,1996,F,Camilla,62
GB,1996,F,Camille,40
GB,1996,F,Candace,8
GB,1996,F,Candice,66
GB,1996,F,Candy,3
GB,1996,F,Cansu,3
GB,1996,F,Caoimhe,19
GB,1996,F,Caprice,13
GB,1996,F,Capucine,3
GB,1996,F,Cara,282
GB,1996,F,Caragh,15
GB,1996,F,Caren,3
GB,1996,F,Carenza,4
GB,1996,F,Carey,12
GB,1996,F,Cari,12
GB,1996,F,Cariad,5
GB,1996,F,Carianne,3
GB,1996,F,Carina,28
GB,1996,F,Carine,3
GB,1996,F,Caris,17
GB,1996,F,Cariss,6
GB,1996,F,Carissa,17
GB,1996,F,Carla,230
GB,1996,F,Carla-Louise,3
GB,1996,F,Carlee,3
GB,1996,F,Carleigh,4
GB,1996,F,Carlena,3
GB,1996,F,Carley,31
GB,1996,F,Carli,11
GB,1996,F,Carlie,38
GB,1996,F,Carlotta,4
GB,1996,F,Carly,235
GB,1996,F,Carmel,16
GB,1996,F,Carmela,5
GB,1996,F,Carmen,60
GB,1996,F,Carol,28
